Serial Number,Conrod Name,Conrod Variant,Conrod Size,Small End Diameter,Big End Diameter,Center Distance,Pin Name,Pin Size,Ball Bearing Name,Ball Bearing Variant,Ball Bearing Size,Amount
988,Access Old,STD,3,13,30,92.5,Access,3,Access,STD,3,10
989,Access Old,STD,4,13,30,92.5,Access,4,Access,STD,4,10
990,Access Old,STD,5,13,30,92.5,Access,5,Access,STD,5,10
991,Access Old,STD,6,13,30,92.5,Access,6,Access,STD,6,10
992,Access Old,STD,7,13,30,92.5,Access,7,Access,STD,7,10
993,SZ Heat,Local,STD,13,30,92.5,SZ Heat,STD,Access,Local,STD,10
994,SZ Heat,Local,1,13,30,92.5,SZ Heat,1,Access,Local,1,10
995,SZ Heat,Local,2,13,30,92.5,SZ Heat,2,Access,Local,2,10
996,SZ Heat,Local,3,13,30,92.5,SZ Heat,3,Access,Local,3,10
997,SZ Heat,Local,4,13,30,92.5,SZ Heat,4,Access,Local,4,10
998,SZ Heat,Local,5,13,30,92.5,SZ Heat,5,Access,Local,5,10
999,SZ Heat,Local,6,13,30,92.5,SZ Heat,6,Access,Local,6,10
1000,SZ Heat,Local,7,13,30,92.5,SZ Heat,7,Access,Local,7,10
1001,SZ Heat,STD,STD,13,30,92.5,SZ Heat,STD,Access,STD,STD,10
1002,SZ Heat,STD,1,13,30,92.5,SZ Heat,1,Access,STD,1,10
1003,SZ Heat,STD,2,13,30,92.5,SZ Heat,2,Access,STD,2,10
1004,SZ Heat,STD,3,13,30,92.5,SZ Heat,3,Access,STD,3,10
1005,SZ Heat,STD,4,13,30,92.5,SZ Heat,4,Access,STD,4,10
1006,SZ Heat,STD,5,13,30,92.5,SZ Heat,5,Access,STD,5,10
1007,SZ Heat,STD,6,13,30,92.5,SZ Heat,6,Access,STD,6,10
1008,SZ Heat,STD,7,13,30,92.5,SZ Heat,7,Access,STD,7,10
1009,Apache RTR - 160,Local,STD,13,30,92.5,Apache RTR,STD,Fiero,Local,STD,10
1010,Apache RTR - 160,Local,1,13,30,92.5,Apache RTR,1,Fiero,Local,1,10
1011,Apache RTR - 160,Local,2,13,30,92.5,Apache RTR,2,Fiero,Local,2,10
1012,Apache RTR - 160,Local,3,13,30,92.5,Apache RTR,3,Fiero,Local,3,10
1013,Apache RTR - 160,Local,4,13,30,92.5,Apache RTR,4,Fiero,Local,4,10
1014,Apache RTR - 160,Local,5,13,30,92.5,Apache RTR,5,Fiero,Local,5,10
1015,Apache RTR - 160,Local,6,13,30,92.5,Apache RTR,6,Fiero,Local,6,10
1016,Apache RTR - 160,Local,7,13,30,92.5,Apache RTR,7,Fiero,Local,7,10
1017,Apache RTR - 160,STD,STD,13,30,92.5,Apache RTR,STD,Fiero,STD,STD,10
1018,Apache RTR - 160,STD,1,13,30,92.5,Apache RTR,1,Fiero,STD,1,10
1019,Apache RTR - 160,STD,2,13,30,92.5,Apache RTR,2,Fiero,STD,2,10
1020,Apache RTR - 160,STD,3,13,30,92.5,Apache RTR,3,Fiero,STD,3,10
1021,Apache RTR - 160,STD,4,13,30,92.5,Apache RTR,4,Fiero,STD,4,10
1022,Apache RTR - 160,STD,5,13,30,92.5,Apache RTR,5,Fiero,STD,5,10
1023,Apache RTR - 160,STD,6,13,30,92.5,Apache RTR,6,Fiero,STD,6,10
1024,Apache RTR - 160,STD,7,13,30,92.5,Apache RTR,7,Fiero,STD,7,10
1025,Apache RTR - 180,Local,STD,13,30,92.5,Apache RTR,STD,Fiero,Local,STD,10
1026,Apache RTR - 180,Local,1,13,30,92.5,Apache RTR,1,Fiero,Local,1,10
1027,Apache RTR - 180,Local,2,13,30,92.5,Apache RTR,2,Fiero,Local,2,10
1028,Apache RTR - 180,Local,3,13,30,92.5,Apache RTR,3,Fiero,Local,3,10
1029,Apache RTR - 180,Local,4,13,30,92.5,Apache RTR,4,Fiero,Local,4,10
1030,Apache RTR - 180,Local,5,13,30,92.5,Apache RTR,5,Fiero,Local,5,10
1031,Apache RTR - 180,Local,6,13,30,92.5,Apache RTR,6,Fiero,Local,6,10
1032,Apache RTR - 180,Local,7,13,30,92.5,Apache RTR,7,Fiero,Local,7,10
1033,Apache RTR - 180,STD,STD,13,30,92.5,Apache RTR,STD,Fiero,STD,STD,10
1034,Apache RTR - 180,STD,1,13,30,92.5,Apache RTR,1,Fiero,STD,1,10
1035,Apache RTR - 180,STD,2,13,30,92.5,Apache RTR,2,Fiero,STD,2,10
1036,Apache RTR - 180,STD,3,13,30,92.5,Apache RTR,3,Fiero,STD,3,10
1037,Apache RTR - 180,STD,4,13,30,92.5,Apache RTR,4,Fiero,STD,4,10
1038,Apache RTR - 180,STD,5,13,30,92.5,Apache RTR,5,Fiero,STD,5,10
1039,Apache RTR - 180,STD,6,13,30,92.5,Apache RTR,6,Fiero,STD,6,10
1040,Apache RTR - 180,STD,7,13,30,92.5,Apache RTR,7,Fiero,STD,7,10
1041,Aviator,Local,STD,13,30,92.5,SZ Heat,STD,Access,Local,STD,10
1042,Aviator,Local,1,13,30,92.5,SZ Heat,1,Access,Local,1,10
1043,Aviator,Local,2,13,30,92.5,SZ Heat,2,Access,Local,2,10
1044,Aviator,Local,3,13,30,92.5,SZ Heat,3,Access,Local,3,10
1045,Aviator,Local,4,13,30,92.5,SZ Heat,4,Access,Local,4,10
1046,Aviator,Local,5,13,30,92.5,SZ Heat,5,Access,Local,5,10
1047,Aviator,Local,6,13,30,92.5,SZ Heat,6,Access,Local,6,10
1048,Aviator,Local,7,13,30,92.5,SZ Heat,7,Access,Local,7,10
1049,Aviator,STD,STD,13,30,92.5,SZ Heat,STD,Access,STD,STD,10
1050,Aviator,STD,1,13,30,92.5,SZ Heat,1,Access,STD,1,10
1051,Aviator,STD,2,13,30,92.5,SZ Heat,2,Access,STD,2,10
1052,Aviator,STD,3,13,30,92.5,SZ Heat,3,Access,STD,3,10
1053,Aviator,STD,4,13,30,92.5,SZ Heat,4,Access,STD,4,10
1054,Aviator,STD,5,13,30,92.5,SZ Heat,5,Access,STD,5,10
1055,Aviator,STD,6,13,30,92.5,SZ Heat,6,Access,STD,6,10
1056,Aviator,STD,7,13,30,92.5,SZ Heat,7,Access,STD,7,10
1057,Gixxer,Local,STD,13,30,92.5,Gixxer,STD,XCD -125,Local,STD,10
1058,Gixxer,Local,1,13,30,92.5,Gixxer,1,XCD -125,Local,1,10
1059,Gixxer,Local,2,13,30,92.5,Gixxer,2,XCD -125,Local,2,10
1060,Gixxer,Local,3,13,30,92.5,Gixxer,3,XCD -125,Local,3,10
1061,Gixxer,Local,4,13,30,92.5,Gixxer,4,XCD -125,Local,4,10
1062,Gixxer,Local,5,13,30,92.5,Gixxer,5,XCD -125,Local,5,10
1063,Gixxer,Local,6,13,30,92.5,Gixxer,6,XCD -125,Local,6,10
1064,Gixxer,Local,7,13,30,92.5,Gixxer,7,XCD -125,Local,7,10
1065,Gixxer,STD,STD,13,30,92.5,Gixxer,STD,XCD -125,STD,STD,10
1066,Gixxer,STD,1,13,30,92.5,Gixxer,1,XCD -125,STD,1,10
1067,Gixxer,STD,2,13,30,92.5,Gixxer,2,XCD -125,STD,2,10
1068,Gixxer,STD,3,13,30,92.5,Gixxer,3,XCD -125,STD,3,10
1069,Gixxer,STD,4,13,30,92.5,Gixxer,4,XCD -125,STD,4,10
1070,Gixxer,STD,5,13,30,92.5,Gixxer,5,XCD -125,STD,5,10
1071,Gixxer,STD,6,13,30,92.5,Gixxer,6,XCD -125,STD,6,10
1072,Gixxer,STD,7,13,30,92.5,Gixxer,7,XCD -125,STD,7,10
1073,Adreno,Local,STD,13,30,92.5,Adreno,STD,Adreno,Local,STD,10
1074,Adreno,Local,1,13,30,92.5,Adreno,1,Adreno,Local,1,10
1075,Adreno,Local,2,13,30,92.5,Adreno,2,Adreno,Local,2,10
1076,Adreno,Local,3,13,30,92.5,Adreno,3,Adreno,Local,3,10
1077,Adreno,Local,4,13,30,92.5,Adreno,4,Adreno,Local,4,10
1078,Adreno,Local,5,13,30,92.5,Adreno,5,Adreno,Local,5,10
1079,Adreno,Local,6,13,30,92.5,Adreno,6,Adreno,Local,6,10
1080,Adreno,Local,7,13,30,92.5,Adreno,7,Adreno,Local,7,10
1081,Adreno,STD,STD,13,30,92.5,Adreno,STD,Adreno,STD,STD,10
1082,Adreno,STD,1,13,30,92.5,Adreno,1,Adreno,STD,1,10
1083,Adreno,STD,2,13,30,92.5,Adreno,2,Adreno,STD,2,10
1084,Adreno,STD,3,13,30,92.5,Adreno,3,Adreno,STD,3,10
1085,Adreno,STD,4,13,30,92.5,Adreno,4,Adreno,STD,4,10
1086,Adreno,STD,5,13,30,92.5,Adreno,5,Adreno,STD,5,10
1087,Adreno,STD,6,13,30,92.5,Adreno,6,Adreno,STD,6,10
1088,Adreno,STD,7,13,30,92.5,Adreno,7,Adreno,STD,7,10
1089,Crux,Local,STD,13,30,92.5,Crux,STD,Crux,Local,STD,10
1090,Crux,Local,1,13,30,92.5,Crux,1,Crux,Local,1,10
1091,Crux,Local,2,13,30,92.5,Crux,2,Crux,Local,2,10
1092,Crux,Local,3,13,30,92.5,Crux,3,Crux,Local,3,10
1093,Crux,Local,4,13,30,92.5,Crux,4,Crux,Local,4,10
1094,Crux,Local,5,13,30,92.5,Crux,5,Crux,Local,5,10
1095,Crux,Local,6,13,30,92.5,Crux,6,Crux,Local,6,10
1096,Crux,Local,7,13,30,92.5,Crux,7,Crux,Local,7,10
1097,Crux,STD,STD,13,30,92.5,Crux,STD,Crux,STD,STD,10
1098,Crux,STD,1,13,30,92.5,Crux,1,Crux,STD,1,10
1099,Crux,STD,2,13,30,92.5,Crux,2,Crux,STD,2,10
1100,Crux,STD,3,13,30,92.5,Crux,3,Crux,STD,3,10
1101,Crux,STD,4,13,30,92.5,Crux,4,Crux,STD,4,10
1102,Crux,STD,5,13,30,92.5,Crux,5,Crux,STD,5,10
1103,Crux,STD,6,13,30,92.5,Crux,6,Crux,STD,6,10
1104,Crux,STD,7,13,30,92.5,Crux,7,Crux,STD,7,10
1105,Fiero,Local,STD,13,30,92.5,Fiero,STD,Fiero,Local,STD,10
1106,Fiero,Local,1,13,30,92.5,Fiero,1,Fiero,Local,1,10
1107,Fiero,Local,2,13,30,92.5,Fiero,2,Fiero,Local,2,10
1108,Fiero,Local,3,13,30,92.5,Fiero,3,Fiero,Local,3,10
1109,Fiero,Local,4,13,30,92.5,Fiero,4,Fiero,Local,4,10
1110,Fiero,Local,5,13,30,92.5,Fiero,5,Fiero,Local,5,10
1111,Fiero,Local,6,13,30,92.5,Fiero,6,Fiero,Local,6,10
1112,Fiero,Local,7,13,30,92.5,Fiero,7,Fiero,Local,7,10
1113,Fiero,STD,STD,13,30,92.5,Fiero,STD,Fiero,STD,STD,10
1114,Fiero,STD,1,13,30,92.5,Fiero,1,Fiero,STD,1,10
1115,Fiero,STD,2,13,30,92.5,Fiero,2,Fiero,STD,2,10
1116,Fiero,STD,3,13,30,92.5,Fiero,3,Fiero,STD,3,10
1117,Fiero,STD,4,13,30,92.5,Fiero,4,Fiero,STD,4,10
1118,Fiero,STD,5,13,30,92.5,Fiero,5,Fiero,STD,5,10
1119,Fiero,STD,6,13,30,92.5,Fiero,6,Fiero,STD,6,10
1120,Fiero,STD,7,13,30,92.5,Fiero,7,Fiero,STD,7,10
1121,K Nova,Local,STD,13,30,92.5,K Nova,STD,Crux,Local,STD,10
1122,K Nova,Local,1,13,30,92.5,K Nova,1,Crux,Local,1,10
1123,K Nova,Local,2,13,30,92.5,K Nova,2,Crux,Local,2,10
1124,K Nova,Local,3,13,30,92.5,K Nova,3,Crux,Local,3,10
1125,K Nova,Local,4,13,30,92.5,K Nova,4,Crux,Local,4,10
1126,K Nova,Local,5,13,30,92.5,K Nova,5,Crux,Local,5,10
1127,K Nova,Local,6,13,30,92.5,K Nova,6,Crux,Local,6,10
1128,K Nova,Local,7,13,30,92.5,K Nova,7,Crux,Local,7,10
1129,K Nova,STD,STD,13,30,92.5,K Nova,STD,Crux,STD,STD,10
1130,K Nova,STD,1,13,30,92.5,K Nova,1,Crux,STD,1,10
1131,K Nova,STD,2,13,30,92.5,K Nova,2,Crux,STD,2,10
1132,K Nova,STD,3,13,30,92.5,K Nova,3,Crux,STD,3,10
1133,K Nova,STD,4,13,30,92.5,K Nova,4,Crux,STD,4,10
1134,K Nova,STD,5,13,30,92.5,K Nova,5,Crux,STD,5,10
1135,K Nova,STD,6,13,30,92.5,K Nova,6,Crux,STD,6,10
1136,K Nova,STD,7,13,30,92.5,K Nova,7,Crux,STD,7,10
1137,Pep,Local,STD,13,30,92.5,Pep,STD,Pep,Local,STD,10
1138,Pep,Local,1,13,30,92.5,Pep,1,Pep,Local,1,10
1139,Pep,Local,2,13,30,92.5,Pep,2,Pep,Local,2,10
1140,Pep,Local,3,13,30,92.5,Pep,3,Pep,Local,3,10
1141,Pep,Local,4,13,30,92.5,Pep,4,Pep,Local,4,10
1142,Pep,Local,5,13,30,92.5,Pep,5,Pep,Local,5,10
1143,Pep,Local,6,13,30,92.5,Pep,6,Pep,Local,6,10
1144,Pep,Local,7,13,30,92.5,Pep,7,Pep,Local,7,10
1145,Pep,STD,STD,13,30,92.5,Pep,STD,Pep,STD,STD,10
1146,Pep,STD,1,13,30,92.5,Pep,1,Pep,STD,1,10
1147,Pep,STD,2,13,30,92.5,Pep,2,Pep,STD,2,10
1148,Pep,STD,3,13,30,92.5,Pep,3,Pep,STD,3,10
1149,Pep,STD,4,13,30,92.5,Pep,4,Pep,STD,4,10
1150,Pep,STD,5,13,30,92.5,Pep,5,Pep,STD,5,10
1151,Pep,STD,6,13,30,92.5,Pep,6,Pep,STD,6,10
1152,Pep,STD,7,13,30,92.5,Pep,7,Pep,STD,7,10
1153,YBX,Local,STD,13,30,92.5,YBX,STD,YBX,Local,STD,10
1154,YBX,Local,1,13,30,92.5,YBX,1,YBX,Local,1,10
1155,YBX,Local,2,13,30,92.5,YBX,2,YBX,Local,2,10
1156,YBX,Local,3,13,30,92.5,YBX,3,YBX,Local,3,10
1157,YBX,Local,4,13,30,92.5,YBX,4,YBX,Local,4,10
1158,YBX,Local,5,13,30,92.5,YBX,5,YBX,Local,5,10
1159,YBX,Local,6,13,30,92.5,YBX,6,YBX,Local,6,10
1160,YBX,Local,7,13,30,92.5,YBX,7,YBX,Local,7,10
1161,YBX,STD,STD,13,30,92.5,YBX,STD,YBX,STD,STD,10
1162,YBX,STD,1,13,30,92.5,YBX,1,YBX,STD,1,10
1163,YBX,STD,2,13,30,92.5,YBX,2,YBX,STD,2,10
1164,YBX,STD,3,13,30,92.5,YBX,3,YBX,STD,3,10
1165,YBX,STD,4,13,30,92.5,YBX,4,YBX,STD,4,10
1166,YBX,STD,5,13,30,92.5,YBX,5,YBX,STD,5,10
1167,YBX,STD,6,13,30,92.5,YBX,6,YBX,STD,6,10
1168,YBX,STD,7,13,30,92.5,YBX,7,YBX,STD,7,10
1169,Yamaha Gladiator,Local,STD,13,30,92.5,Yamaha Gladiator,STD,Yamaha Gladiator,Local,STD,10
1170,Yamaha Gladiator,Local,1,13,30,92.5,Yamaha Gladiator,1,Yamaha Gladiator,Local,1,10
1171,Yamaha Gladiator,Local,2,13,30,92.5,Yamaha Gladiator,2,Yamaha Gladiator,Local,2,10
1172,Yamaha Gladiator,Local,3,13,30,92.5,Yamaha Gladiator,3,Yamaha Gladiator,Local,3,10
1173,Yamaha Gladiator,Local,4,13,30,92.5,Yamaha Gladiator,4,Yamaha Gladiator,Local,4,10
1174,Yamaha Gladiator,Local,5,13,30,92.5,Yamaha Gladiator,5,Yamaha Gladiator,Local,5,10
1175,Yamaha Gladiator,Local,6,13,30,92.5,Yamaha Gladiator,6,Yamaha Gladiator,Local,6,10
1176,Yamaha Gladiator,Local,7,13,30,92.5,Yamaha Gladiator,7,Yamaha Gladiator,Local,7,10
1177,Yamaha Gladiator,STD,STD,13,30,92.5,Yamaha Gladiator,STD,Yamaha Gladiator,STD,STD,10
1178,Yamaha Gladiator,STD,1,13,30,92.5,Yamaha Gladiator,1,Yamaha Gladiator,STD,1,10
1179,Yamaha Gladiator,STD,2,13,30,92.5,Yamaha Gladiator,2,Yamaha Gladiator,STD,2,10
1180,Yamaha Gladiator,STD,3,13,30,92.5,Yamaha Gladiator,3,Yamaha Gladiator,STD,3,10
1181,Yamaha Gladiator,STD,4,13,30,92.5,Yamaha Gladiator,4,Yamaha Gladiator,STD,4,10
1182,Yamaha Gladiator,STD,5,13,30,92.5,Yamaha Gladiator,5,Yamaha Gladiator,STD,5,10
1183,Yamaha Gladiator,STD,6,13,30,92.5,Yamaha Gladiator,6,Yamaha Gladiator,STD,6,10
1184,Yamaha Gladiator,STD,7,13,30,92.5,Yamaha Gladiator,7,Yamaha Gladiator,STD,7,10
1185,Digital 135,Local,STD,13,30,92.5,Digital 135,STD,Digital 135,Local,STD,10
1186,Digital 135,Local,1,13,30,92.5,Digital 135,1,Digital 135,Local,1,10
1187,Digital 135,Local,2,13,30,92.5,Digital 135,2,Digital 135,Local,2,10
1188,Digital 135,Local,3,13,30,92.5,Digital 135,3,Digital 135,Local,3,10
1189,Digital 135,Local,4,13,30,92.5,Digital 135,4,Digital 135,Local,4,10
1190,Digital 135,Local,5,13,30,92.5,Digital 135,5,Digital 135,Local,5,10
1191,Digital 135,Local,6,13,30,92.5,Digital 135,6,Digital 135,Local,6,10
1192,Digital 135,Local,7,13,30,92.5,Digital 135,7,Digital 135,Local,7,10
1193,Digital 135,STD,STD,13,30,92.5,Digital 135,STD,Digital 135,STD,STD,10
1194,Digital 135,STD,1,13,30,92.5,Digital 135,1,Digital 135,STD,1,10
1195,Digital 135,STD,2,13,30,92.5,Digital 135,2,Digital 135,STD,2,10
1196,Digital 135,STD,3,13,30,92.5,Digital 135,3,Digital 135,STD,3,10
1197,Digital 135,STD,4,13,30,92.5,Digital 135,4,Digital 135,STD,4,10
1198,Digital 135,STD,5,13,30,92.5,Digital 135,5,Digital 135,STD,5,10
1199,Digital 135,STD,6,13,30,92.5,Digital 135,6,Digital 135,STD,6,10
1200,Digital 135,STD,7,13,30,92.5,Digital 135,7,Digital 135,STD,7,10
1201,CBZ - Extreme,Local,STD,13,30,92.5,CBZ - Extreme,STD,CBZ - Extreme,Local,STD,10
1202,CBZ - Extreme,Local,1,13,30,92.5,CBZ - Extreme,1,CBZ - Extreme,Local,1,10
1203,CBZ - Extreme,Local,2,13,30,92.5,CBZ - Extreme,2,CBZ - Extreme,Local,2,10
1204,CBZ - Extreme,Local,3,13,30,92.5,CBZ - Extreme,3,CBZ - Extreme,Local,3,10
1205,CBZ - Extreme,Local,4,13,30,92.5,CBZ - Extreme,4,CBZ - Extreme,Local,4,10
1206,CBZ - Extreme,Local,5,13,30,92.5,CBZ - Extreme,5,CBZ - Extreme,Local,5,10
1207,CBZ - Extreme,Local,6,13,30,92.5,CBZ - Extreme,6,CBZ - Extreme,Local,6,10
1208,CBZ - Extreme,Local,7,13,30,92.5,CBZ - Extreme,7,CBZ - Extreme,Local,7,10
1209,CBZ - Extreme,STD,STD,13,30,92.5,CBZ - Extreme,STD,CBZ - Extreme,STD,STD,10
1210,CBZ - Extreme,STD,1,13,30,92.5,CBZ - Extreme,1,CBZ - Extreme,STD,1,10
1211,CBZ - Extreme,STD,2,13,30,92.5,CBZ - Extreme,2,CBZ - Extreme,STD,2,10
1212,CBZ - Extreme,STD,3,13,30,92.5,CBZ - Extreme,3,CBZ - Extreme,STD,3,10
1213,CBZ - Extreme,STD,4,13,30,92.5,CBZ - Extreme,4,CBZ - Extreme,STD,4,10
1214,CBZ - Extreme,STD,5,13,30,92.5,CBZ - Extreme,5,CBZ - Extreme,STD,5,10
1215,CBZ - Extreme,STD,6,13,30,92.5,CBZ - Extreme,6,CBZ - Extreme,STD,6,10
1216,CBZ - Extreme,STD,7,13,30,92.5,CBZ - Extreme,7,CBZ - Extreme,STD,7,10
1217,Yamaha Ray,Local,STD,13,30,92.5,RAY,STD,Fascino,Local,STD,10
1218,Yamaha Ray,Local,1,13,30,92.5,RAY,1,Fascino,Local,1,10
1219,Yamaha Ray,Local,2,13,30,92.5,RAY,2,Fascino,Local,2,10
1220,Yamaha Ray,Local,3,13,30,92.5,RAY,3,Fascino,Local,3,10
1221,Yamaha Ray,Local,4,13,30,92.5,RAY,4,Fascino,Local,4,10
1222,Yamaha Ray,Local,5,13,30,92.5,RAY,5,Fascino,Local,5,10
1223,Yamaha Ray,Local,6,13,30,92.5,RAY,6,Fascino,Local,6,10
1224,Yamaha Ray,Local,7,13,30,92.5,RAY,7,Fascino,Local,7,10
1225,Yamaha Ray,STD,STD,13,30,92.5,RAY,STD,Fascino,STD,STD,10
1226,Yamaha Ray,STD,1,13,30,92.5,RAY,1,Fascino,STD,1,10
1227,Yamaha Ray,STD,2,13,30,92.5,RAY,2,Fascino,STD,2,10
1228,Yamaha Ray,STD,3,13,30,92.5,RAY,3,Fascino,STD,3,10
1229,Yamaha Ray,STD,4,13,30,92.5,RAY,4,Fascino,STD,4,10
1230,Yamaha Ray,STD,5,13,30,92.5,RAY,5,Fascino,STD,5,10
1231,Yamaha Ray,STD,6,13,30,92.5,RAY,6,Fascino,STD,6,10
1232,Yamaha Ray,STD,7,13,30,92.5,RAY,7,Fascino,STD,7,10
1233,Fascino,Local,STD,13,30,92.5,Fascino,STD,Fascino,Local,STD,10
1234,Fascino,Local,1,13,30,92.5,Fascino,1,Fascino,Local,1,10
1235,Fascino,Local,2,13,30,92.5,Fascino,2,Fascino,Local,2,10
1236,Fascino,Local,3,13,30,92.5,Fascino,3,Fascino,Local,3,10
1237,Fascino,Local,4,13,30,92.5,Fascino,4,Fascino,Local,4,10
1238,Fascino,Local,5,13,30,92.5,Fascino,5,Fascino,Local,5,10
1239,Fascino,Local,6,13,30,92.5,Fascino,6,Fascino,Local,6,10
1240,Fascino,Local,7,13,30,92.5,Fascino,7,Fascino,Local,7,10
1241,Fascino,STD,STD,13,30,92.5,Fascino,STD,Fascino,STD,STD,10
1242,Fascino,STD,1,13,30,92.5,Fascino,1,Fascino,STD,1,10
1243,Fascino,STD,2,13,30,92.5,Fascino,2,Fascino,STD,2,10
1244,Fascino,STD,3,13,30,92.5,Fascino,3,Fascino,STD,3,10
1245,Fascino,STD,4,13,30,92.5,Fascino,4,Fascino,STD,4,10
1246,Fascino,STD,5,13,30,92.5,Fascino,5,Fascino,STD,5,10
1247,Fascino,STD,6,13,30,92.5,Fascino,6,Fascino,STD,6,10
1248,Fascino,STD,7,13,30,92.5,Fascino,7,Fascino,STD,7,10
1249,XCD - 125,Local,STD,13,30,92.5,XCD 125,STD,XCD -125,Local,STD,10
1250,XCD - 125,Local,1,13,30,92.5,XCD 125,1,XCD -125,Local,1,10
1251,XCD - 125,Local,2,13,30,92.5,XCD 125,2,XCD -125,Local,2,10
1252,XCD - 125,Local,3,13,30,92.5,XCD 125,3,XCD -125,Local,3,10
1253,XCD - 125,Local,4,13,30,92.5,XCD 125,4,XCD -125,Local,4,10
1254,XCD - 125,Local,5,13,30,92.5,XCD 125,5,XCD -125,Local,5,10
1255,XCD - 125,Local,6,13,30,92.5,XCD 125,6,XCD -125,Local,6,10
1256,XCD - 125,Local,7,13,30,92.5,XCD 125,7,XCD -125,Local,7,10
1257,XCD - 125,STD,STD,13,30,92.5,XCD 125,STD,XCD -125,STD,STD,10
1258,XCD - 125,STD,1,13,30,92.5,XCD 125,1,XCD -125,STD,1,10
1259,XCD - 125,STD,2,13,30,92.5,XCD 125,2,XCD -125,STD,2,10
1260,XCD - 125,STD,3,13,30,92.5,XCD 125,3,XCD -125,STD,3,10
1261,XCD - 125,STD,4,13,30,92.5,XCD 125,4,XCD -125,STD,4,10
1262,XCD - 125,STD,5,13,30,92.5,XCD 125,5,XCD -125,STD,5,10
1263,XCD - 125,STD,6,13,30,92.5,XCD 125,6,XCD -125,STD,6,10
1264,XCD - 125,STD,7,13,30,92.5,XCD 125,7,XCD -125,STD,7,10
1265,TVS king,Local,STD,13,30,92.5,TVS king,STD,TVS king,Local,STD,10
1266,TVS king,Local,1,13,30,92.5,TVS king,1,TVS king,Local,1,10
1267,TVS king,Local,2,13,30,92.5,TVS king,2,TVS king,Local,2,10
1268,TVS king,Local,3,13,30,92.5,TVS king,3,TVS king,Local,3,10
1269,TVS king,Local,4,13,30,92.5,TVS king,4,TVS king,Local,4,10
1270,TVS king,Local,5,13,30,92.5,TVS king,5,TVS king,Local,5,10
1271,TVS king,Local,6,13,30,92.5,TVS king,6,TVS king,Local,6,10
1272,TVS king,Local,7,13,30,92.5,TVS king,7,TVS king,Local,7,10
1273,TVS king,STD,STD,13,30,92.5,TVS king,STD,TVS king,STD,STD,10
1274,TVS king,STD,1,13,30,92.5,TVS king,1,TVS king,STD,1,10
1275,TVS king,STD,2,13,30,92.5,TVS king,2,TVS king,STD,2,10
1276,TVS king,STD,3,13,30,92.5,TVS king,3,TVS king,STD,3,10
1277,TVS king,STD,4,13,30,92.5,TVS king,4,TVS king,STD,4,10
1278,TVS king,STD,5,13,30,92.5,TVS king,5,TVS king,STD,5,10
1279,TVS king,STD,6,13,30,92.5,TVS king,6,TVS king,STD,6,10
1280,TVS king,STD,7,13,30,92.5,TVS king,7,TVS king,STD,7,10
1281,Platina - 125,Local,STD,13,30,92.5,XCD 125,STD,XCD -125,Local,STD,10
1282,Platina - 125,Local,1,13,30,92.5,XCD 125,1,XCD -125,Local,1,10
1283,Platina - 125,Local,2,13,30,92.5,XCD 125,2,XCD -125,Local,2,10
1284,Platina - 125,Local,3,13,30,92.5,XCD 125,3,XCD -125,Local,3,10
1285,Platina - 125,Local,4,13,30,92.5,XCD 125,4,XCD -125,Local,4,10
1286,Platina - 125,Local,5,13,30,92.5,XCD 125,5,XCD -125,Local,5,10
1287,Platina - 125,Local,6,13,30,92.5,XCD 125,6,XCD -125,Local,6,10
1288,Platina - 125,Local,7,13,30,92.5,XCD 125,7,XCD -125,Local,7,10
1289,Platina - 125,STD,STD,13,30,92.5,XCD 125,STD,XCD -125,STD,STD,10
1290,Platina - 125,STD,1,13,30,92.5,XCD 125,1,XCD -125,STD,1,10
1291,Platina - 125,STD,2,13,30,92.5,XCD 125,2,XCD -125,STD,2,10
1292,Platina - 125,STD,3,13,30,92.5,XCD 125,3,XCD -125,STD,3,10
1293,Platina - 125,STD,4,13,30,92.5,XCD 125,4,XCD -125,STD,4,10
1294,Platina - 125,STD,5,13,30,92.5,XCD 125,5,XCD -125,STD,5,10
1295,Platina - 125,STD,6,13,30,92.5,XCD 125,6,XCD -125,STD,6,10
1296,Platina - 125,STD,7,13,30,92.5,XCD 125,7,XCD -125,STD,7,10
1297,H / Eterno,Local,STD,13,30,92.5,H / Eterno,STD,H / Eterno,Local,STD,10
1298,H / Eterno,Local,1,13,30,92.5,H / Eterno,1,H / Eterno,Local,1,10
1299,H / Eterno,Local,2,13,30,92.5,H / Eterno,2,H / Eterno,Local,2,10
1300,H / Eterno,Local,3,13,30,92.5,H / Eterno,3,H / Eterno,Local,3,10
1301,H / Eterno,Local,4,13,30,92.5,H / Eterno,4,H / Eterno,Local,4,10
1302,H / Eterno,Local,5,13,30,92.5,H / Eterno,5,H / Eterno,Local,5,10
1303,H / Eterno,Local,6,13,30,92.5,H / Eterno,6,H / Eterno,Local,6,10
1304,H / Eterno,Local,7,13,30,92.5,H / Eterno,7,H / Eterno,Local,7,10
1305,H / Eterno,STD,STD,13,30,92.5,H / Eterno,STD,H / Eterno,STD,STD,10
1306,H / Eterno,STD,1,13,30,92.5,H / Eterno,1,H / Eterno,STD,1,10
1307,H / Eterno,STD,2,13,30,92.5,H / Eterno,2,H / Eterno,STD,2,10
1308,H / Eterno,STD,3,13,30,92.5,H / Eterno,3,H / Eterno,STD,3,10
